Name,Age,Gender,Country,State,City,Parent_Occupation,Earning_Class,Level_Student,Level_Course,Course_Name,Time_Per_Day,Material_Level,IQ,Assessment_Score,Promotion_Status
Student_699,6,Male,Australia,Western Australia,Perth,Admin,Middle,Elementary,Beginner,Music,187,Medium,99,74,Yes
Student_700,11,Female,UK,Northern Ireland,Belfast,Artist,Middle,Middle School,Beginner,Computer Science,31,Medium,121,77,Yes
Student_701,10,Male,USA,Texas,Austin,Business Owner,Low,Elementary,Beginner,Science,54,Medium,114,70,Yes
Student_702,11,Female,UK,Wales,Cardiff,Service Worker,Low,Middle School,Intermediate,Art,40,Medium,79,59,Yes
Student_703,15,Female,USA,Florida,Miami,Other,Middle,High School,Intermediate,Math,197,Hard,85,79,Yes
Student_704,17,Male,Canada,Alberta,Edmonton,Engineer,Middle,High School,Intermediate,Music,190,Medium,88,81,Yes
Student_705,10,Female,UK,Wales,Cardiff,Unemployed,High,Elementary,Advanced,Literature,36,Medium,93,68,Yes
Student_706,11,Male,Canada,Quebec,Montreal,Teacher,Middle,Middle School,Beginner,Math,51,Hard,91,67,Yes
Student_707,10,Male,Canada,British Columbia,Victoria,Business Owner,Middle,Elementary,Beginner,Science,60,Medium,100,53,Yes
Student_708,16,Male,India,Delhi,Delhi,Engineer,Low,High School,Intermediate,Science,153,Easy,111,74,Yes
Student_709,17,Male,USA,Texas,Houston,Doctor,Middle,High School,Advanced,Math,235,Easy,113,82,Yes
Student_710,10,Male,Australia,NSW,Sydney,Business Owner,Middle,Elementary,Beginner,Literature,46,Hard,95,54,Yes
Student_711,9,Female,USA,California,San Diego,Engineer,Middle,Elementary,Intermediate,Music,167,Medium,75,53,Yes
Student_712,8,Female,Australia,Queensland,Brisbane,Business Owner,Middle,Elementary,Beginner,Music,172,Medium,84,72,Yes
Student_713,8,Female,USA,California,San Diego,Other,Low,Elementary,Beginner,Math,85,Medium,92,78,Yes
Student_714,9,Male,Canada,Ontario,Ottawa,Engineer,Low,Elementary,Intermediate,Computer Science,156,Easy,81,72,Yes
Student_715,14,Female,UK,Wales,Cardiff,Admin,Low,Middle School,Intermediate,History,111,Medium,117,81,Yes
Student_716,7,Male,UK,Northern Ireland,Belfast,Artist,Low,Elementary,Beginner,Art,200,Easy,82,74,Yes
Student_717,14,Male,India,Uttar Pradesh,Lucknow,Service Worker,Low,Middle School,Beginner,Computer Science,80,Medium,109,68,Yes
Student_718,6,Female,Australia,Western Australia,Perth,Teacher,High,Elementary,Intermediate,Music,185,Medium,74,74,Yes
Student_719,6,Male,Australia,Queensland,Brisbane,Teacher,Middle,Elementary,Beginner,History,22,Medium,109,57,Yes
Student_720,10,Female,Australia,Western Australia,Perth,Teacher,Middle,Elementary,Beginner,Art,231,Medium,97,61,Yes
Student_721,11,Female,Canada,Alberta,Calgary,Engineer,Middle,Middle School,Intermediate,Art,217,Hard,122,66,Yes
Student_722,11,Male,Australia,Queensland,Brisbane,Teacher,High,Middle School,Beginner,Art,122,Medium,83,73,Yes
Student_723,8,Male,UK,Northern Ireland,Belfast,Service Worker,Middle,Elementary,Beginner,Science,74,Easy,91,72,Yes
Student_724,12,Male,Canada,Ontario,Toronto,Unemployed,Middle,Middle School,Advanced,Art,20,Easy,94,72,Yes
Student_725,14,Female,USA,Illinois,Chicago,Unemployed,Low,Middle School,Intermediate,Literature,120,Medium,97,84,Yes
Student_726,16,Male,Australia,NSW,Sydney,Service Worker,Low,High School,Advanced,Math,217,Hard,94,60,Yes
Student_727,17,Male,Australia,NSW,Sydney,Engineer,Middle,High School,Advanced,Music,64,Hard,95,71,Yes
Student_728,15,Male,USA,Illinois,Chicago,Teacher,Middle,High School,Advanced,Literature,194,Hard,94,65,Yes
Student_729,13,Female,Australia,Western Australia,Perth,Doctor,Middle,Middle School,Beginner,Math,226,Medium,70,63,Yes
Student_730,11,Male,USA,Texas,Austin,Teacher,Low,Middle School,Beginner,Computer Science,45,Medium,114,72,Yes
Student_731,17,Male,Canada,Alberta,Calgary,Business Owner,Low,High School,Advanced,Computer Science,140,Medium,142,87,Yes
Student_732,13,Female,UK,England,Birmingham,Business Owner,Middle,Middle School,Advanced,Math,161,Easy,104,78,Yes
Student_733,17,Female,USA,Texas,Dallas,Doctor,Low,High School,Advanced,Literature,201,Easy,82,80,Yes
Student_734,10,Male,India,Delhi,Delhi,Doctor,Middle,Elementary,Beginner,Math,218,Hard,84,67,Yes
Student_735,13,Male,USA,Illinois,Chicago,Unemployed,Middle,Middle School,Advanced,Art,65,Easy,109,74,Yes
Student_736,15,Male,Australia,NSW,Sydney,Admin,Middle,High School,Advanced,Science,141,Easy,105,75,Yes
Student_737,17,Female,Canada,Ontario,Toronto,Doctor,Middle,High School,Intermediate,Music,50,Easy,95,73,Yes
Student_738,9,Male,Canada,British Columbia,Victoria,Other,Middle,Elementary,Intermediate,Computer Science,235,Hard,111,64,Yes
Student_739,15,Female,USA,Texas,Dallas,Other,Middle,High School,Beginner,Music,78,Medium,70,51,Yes
Student_740,13,Female,UK,Scotland,Edinburgh,Doctor,Middle,Middle School,Intermediate,Science,48,Medium,111,68,Yes
Student_741,15,Female,India,Maharashtra,Mumbai,Doctor,Middle,High School,Intermediate,Art,125,Hard,103,72,Yes
Student_742,17,Male,Canada,Alberta,Calgary,Business Owner,Low,High School,Intermediate,Art,36,Medium,85,79,Yes
Student_743,7,Female,Australia,NSW,Sydney,Other,Low,Elementary,Beginner,Computer Science,161,Medium,78,65,Yes
Student_744,17,Female,Australia,NSW,Sydney,Unemployed,Low,High School,Intermediate,Computer Science,183,Easy,101,65,Yes
Student_745,17,Female,UK,Northern Ireland,Belfast,Engineer,Middle,High School,Beginner,Art,205,Easy,121,80,Yes
Student_746,10,Male,Canada,Ontario,Ottawa,Artist,Middle,Elementary,Advanced,History,43,Hard,96,66,Yes
Student_747,14,Other,USA,New York,New York City,Service Worker,Middle,Middle School,Intermediate,Music,128,Medium,87,60,Yes
Student_748,9,Male,Australia,NSW,Sydney,Business Owner,Low,Elementary,Beginner,Science,210,Medium,102,66,Yes
Student_749,16,Male,UK,Wales,Cardiff,Teacher,Low,High School,Intermediate,Music,110,Medium,127,84,Yes
Student_750,11,Male,Canada,Ontario,Toronto,Unemployed,High,Middle School,Advanced,Science,44,Medium,106,73,Yes
Student_751,6,Female,Canada,Quebec,Quebec City,Service Worker,Low,Elementary,Beginner,History,206,Easy,108,71,Yes
Student_752,14,Male,Canada,Alberta,Edmonton,Unemployed,Middle,Middle School,Beginner,Literature,51,Easy,118,71,Yes
Student_753,6,Male,Canada,Quebec,Montreal,Unemployed,Middle,Elementary,Beginner,Science,135,Easy,107,89,Yes
Student_754,10,Male,Canada,Ontario,Ottawa,Admin,Middle,Elementary,Advanced,Music,101,Easy,88,78,Yes
Student_755,9,Male,Australia,NSW,Sydney,Business Owner,Low,Elementary,Advanced,Math,129,Hard,73,49,No
Student_756,17,Female,UK,Wales,Cardiff,Service Worker,Low,High School,Advanced,Art,165,Easy,86,58,Yes
Student_757,8,Female,Canada,Ontario,Toronto,Teacher,Low,Elementary,Beginner,Art,56,Easy,83,70,Yes
Student_758,11,Male,India,Maharashtra,Mumbai,Service Worker,Middle,Middle School,Advanced,History,45,Medium,109,68,Yes
Student_759,7,Male,India,Uttar Pradesh,Lucknow,Teacher,Middle,Elementary,Intermediate,Science,156,Hard,111,73,Yes
Student_760,8,Female,UK,Scotland,Edinburgh,Service Worker,Low,Elementary,Advanced,Literature,83,Easy,102,80,Yes
Student_761,10,Male,USA,New York,New York City,Teacher,Middle,Elementary,Beginner,Science,91,Easy,80,61,Yes
Student_762,14,Male,USA,New York,New York City,Engineer,Middle,Middle School,Intermediate,Art,167,Medium,126,78,Yes
Student_763,7,Other,USA,California,Los Angeles,Teacher,Low,Elementary,Advanced,Computer Science,201,Medium,93,66,Yes
Student_764,15,Female,India,Tamil Nadu,Chennai,Engineer,Middle,High School,Intermediate,Math,125,Medium,109,67,Yes
Student_765,13,Male,USA,Texas,Austin,Admin,Middle,Middle School,Intermediate,History,105,Hard,100,70,Yes
Student_766,7,Female,Australia,Queensland,Brisbane,Admin,Low,Elementary,Beginner,Computer Science,230,Hard,103,74,Yes
Student_767,16,Male,Canada,British Columbia,Victoria,Business Owner,Low,High School,Intermediate,Music,177,Medium,108,64,Yes
Student_768,10,Female,India,Tamil Nadu,Coimbatore,Teacher,Middle,Elementary,Intermediate,Literature,72,Medium,89,71,Yes
Student_769,12,Male,UK,Northern Ireland,Belfast,Engineer,Middle,Middle School,Beginner,Computer Science,111,Medium,119,73,Yes
Student_770,13,Male,UK,Wales,Cardiff,Engineer,Middle,Middle School,Beginner,Music,118,Easy,76,75,Yes
Student_771,6,Male,Canada,Alberta,Edmonton,Teacher,Middle,Elementary,Beginner,Computer Science,210,Hard,84,58,Yes
Student_772,11,Female,India,Delhi,Delhi,Unemployed,Middle,Middle School,Intermediate,Literature,30,Medium,119,65,Yes
Student_773,6,Female,USA,New York,Buffalo,Teacher,Middle,Elementary,Intermediate,Computer Science,50,Easy,108,77,Yes
Student_774,7,Male,USA,Texas,Dallas,Doctor,Middle,Elementary,Intermediate,History,196,Medium,138,77,Yes
Student_775,6,Male,Australia,Queensland,Brisbane,Engineer,Middle,Elementary,Beginner,Art,119,Easy,101,74,Yes
Student_776,16,Female,Australia,NSW,Sydney,Teacher,Low,High School,Advanced,Science,106,Medium,125,68,Yes
Student_777,10,Male,USA,Texas,Houston,Business Owner,Middle,Elementary,Intermediate,Computer Science,166,Medium,72,62,Yes
Student_778,15,Male,UK,Northern Ireland,Belfast,Service Worker,Middle,High School,Advanced,History,159,Medium,78,66,Yes
Student_779,14,Other,UK,Northern Ireland,Belfast,Teacher,Middle,Middle School,Beginner,Science,34,Hard,113,66,Yes
Student_780,11,Male,Australia,Victoria,Melbourne,Engineer,High,Middle School,Intermediate,Music,178,Easy,73,68,Yes
Student_781,16,Female,Canada,Quebec,Montreal,Artist,Low,High School,Advanced,Science,190,Medium,97,76,Yes
Student_782,16,Other,USA,Illinois,Chicago,Teacher,Low,High School,Intermediate,Music,120,Medium,117,77,Yes
Student_783,6,Male,Australia,Queensland,Brisbane,Teacher,Low,Elementary,Intermediate,Computer Science,184,Medium,107,76,Yes
Student_784,6,Male,Australia,Victoria,Melbourne,Other,Middle,Elementary,Intermediate,History,226,Medium,100,71,Yes
Student_785,7,Male,USA,Florida,Miami,Service Worker,Middle,Elementary,Advanced,Art,48,Medium,93,74,Yes
Student_786,14,Female,USA,Texas,Austin,Service Worker,Low,Middle School,Beginner,Computer Science,133,Medium,103,76,Yes
Student_787,8,Female,UK,Scotland,Edinburgh,Artist,Middle,Elementary,Intermediate,Music,126,Easy,108,70,Yes
Student_788,6,Female,Canada,Quebec,Montreal,Artist,Middle,Elementary,Beginner,Literature,173,Hard,90,71,Yes
Student_789,10,Male,Canada,British Columbia,Victoria,Business Owner,Middle,Elementary,Beginner,Science,127,Medium,105,80,Yes
Student_790,12,Female,USA,California,Los Angeles,Service Worker,Middle,Middle School,Advanced,Computer Science,149,Medium,116,77,Yes
Student_791,11,Female,India,Uttar Pradesh,Lucknow,Admin,Middle,Middle School,Advanced,Music,103,Easy,96,74,Yes
Student_792,17,Female,Australia,Western Australia,Perth,Teacher,High,High School,Beginner,Science,34,Easy,101,56,Yes
Student_793,6,Female,Australia,Victoria,Melbourne,Business Owner,Low,Elementary,Intermediate,Music,151,Medium,107,68,Yes
Student_794,10,Female,USA,Illinois,Chicago,Artist,Low,Elementary,Advanced,History,233,Hard,108,81,Yes
Student_795,10,Female,India,Karnataka,Mysore,Unemployed,Middle,Elementary,Intermediate,Math,69,Medium,113,66,Yes
Student_796,11,Female,UK,Northern Ireland,Belfast,Service Worker,High,Middle School,Intermediate,Computer Science,185,Hard,84,63,Yes
Student_797,8,Male,USA,California,Los Angeles,Business Owner,Middle,Elementary,Intermediate,Art,42,Medium,92,58,Yes
Student_798,10,Male,USA,Illinois,Chicago,Engineer,Low,Elementary,Beginner,Computer Science,78,Medium,92,68,Yes
Student_799,12,Female,Australia,Western Australia,Perth,Service Worker,Low,Middle School,Intermediate,Science,109,Easy,86,74,Yes
Student_800,10,Male,USA,Texas,Houston,Engineer,Middle,Elementary,Beginner,History,134,Hard,73,62,Yes
Student_801,10,Female,USA,California,San Diego,Doctor,Low,Elementary,Beginner,Music,94,Easy,70,57,Yes
Student_802,10,Other,USA,Illinois,Chicago,Engineer,Middle,Elementary,Intermediate,Literature,175,Hard,117,75,Yes
Student_803,15,Female,Australia,Victoria,Melbourne,Service Worker,High,High School,Intermediate,Art,213,Hard,76,76,Yes
Student_804,15,Male,UK,Scotland,Glasgow,Teacher,Middle,High School,Intermediate,History,142,Hard,123,80,Yes
Student_805,8,Male,UK,Scotland,Edinburgh,Artist,Middle,Elementary,Intermediate,Computer Science,155,Medium,111,77,Yes
Student_806,6,Male,USA,Florida,Orlando,Unemployed,Middle,Elementary,Beginner,Literature,176,Medium,93,56,Yes
Student_807,10,Female,Australia,NSW,Sydney,Teacher,Low,Elementary,Intermediate,History,158,Medium,109,74,Yes
Student_808,14,Female,UK,Wales,Cardiff,Business Owner,Middle,Middle School,Intermediate,Math,37,Easy,106,87,Yes
Student_809,6,Female,UK,Scotland,Edinburgh,Artist,Middle,Elementary,Beginner,Art,202,Medium,83,81,Yes
Student_810,8,Male,UK,Scotland,Edinburgh,Engineer,Middle,Elementary,Advanced,Science,69,Easy,99,77,Yes
Student_811,9,Female,Australia,NSW,Sydney,Admin,Middle,Elementary,Advanced,History,161,Medium,85,63,Yes
Student_812,6,Female,Australia,Victoria,Melbourne,Engineer,Middle,Elementary,Beginner,History,137,Easy,109,80,Yes
Student_813,6,Male,USA,Florida,Orlando,Business Owner,Middle,Elementary,Advanced,Math,221,Easy,89,84,Yes
Student_814,13,Female,Canada,Alberta,Calgary,Service Worker,Low,Middle School,Beginner,Computer Science,156,Medium,98,80,Yes
Student_815,7,Male,UK,Scotland,Edinburgh,Service Worker,Middle,Elementary,Intermediate,Music,158,Medium,97,75,Yes
Student_816,17,Male,Canada,Quebec,Quebec City,Service Worker,High,High School,Intermediate,Music,210,Medium,101,83,Yes
Student_817,13,Female,Australia,Western Australia,Perth,Teacher,Middle,Middle School,Advanced,Art,127,Easy,124,83,Yes
Student_818,12,Male,Australia,Victoria,Melbourne,Engineer,High,Middle School,Intermediate,Art,223,Medium,96,74,Yes
Student_819,15,Female,Australia,Western Australia,Perth,Admin,Low,High School,Advanced,Science,86,Easy,118,76,Yes
Student_820,15,Female,Canada,British Columbia,Vancouver,Business Owner,Middle,High School,Advanced,History,200,Medium,107,80,Yes
Student_821,7,Female,Australia,Queensland,Brisbane,Unemployed,Middle,Elementary,Intermediate,Literature,186,Medium,121,89,Yes
Student_822,11,Male,USA,Texas,Austin,Unemployed,Middle,Middle School,Intermediate,History,97,Medium,94,74,Yes
Student_823,11,Female,Australia,Victoria,Melbourne,Unemployed,Middle,Middle School,Advanced,Music,203,Medium,110,68,Yes
Student_824,8,Female,India,Maharashtra,Mumbai,Business Owner,Low,Elementary,Intermediate,Science,175,Medium,99,64,Yes
Student_825,16,Female,Canada,Ontario,Toronto,Doctor,Low,High School,Beginner,History,94,Medium,70,70,Yes
Student_826,7,Male,India,Karnataka,Bangalore,Admin,Middle,Elementary,Intermediate,Math,58,Medium,83,64,Yes
Student_827,17,Male,Australia,Western Australia,Perth,Business Owner,Low,High School,Intermediate,Music,44,Medium,108,71,Yes
Student_828,6,Female,USA,New York,Buffalo,Teacher,Middle,Elementary,Beginner,History,40,Medium,107,71,Yes
Student_829,11,Male,UK,Wales,Cardiff,Unemployed,Low,Middle School,Intermediate,History,157,Easy,80,86,Yes
Student_830,17,Female,Australia,Queensland,Brisbane,Unemployed,Low,High School,Intermediate,Music,190,Medium,103,72,Yes
Student_831,10,Female,USA,Illinois,Chicago,Business Owner,Middle,Elementary,Advanced,Literature,34,Medium,107,78,Yes
Student_832,16,Female,Canada,Alberta,Calgary,Engineer,Middle,High School,Intermediate,Music,230,Medium,99,78,Yes
Student_833,14,Female,India,Delhi,Delhi,Artist,Middle,Middle School,Intermediate,Math,67,Easy,110,64,Yes
Student_834,6,Female,India,Karnataka,Mysore,Unemployed,Middle,Elementary,Beginner,Math,105,Easy,108,71,Yes
Student_835,12,Female,India,Uttar Pradesh,Lucknow,Other,Low,Middle School,Advanced,History,168,Hard,99,63,Yes
Student_836,10,Female,Canada,Alberta,Edmonton,Teacher,Middle,Elementary,Advanced,Art,207,Medium,92,82,Yes
Student_837,10,Female,USA,New York,New York City,Engineer,Middle,Elementary,Advanced,Literature,135,Easy,115,91,Yes
Student_838,7,Male,Canada,Ontario,Ottawa,Unemployed,Low,Elementary,Intermediate,History,69,Medium,106,73,Yes
Student_839,16,Male,India,Karnataka,Mysore,Artist,Middle,High School,Advanced,Music,170,Medium,79,63,Yes
Student_840,8,Female,Australia,NSW,Sydney,Business Owner,High,Elementary,Beginner,History,160,Hard,103,62,Yes
Student_841,12,Male,UK,Wales,Cardiff,Other,Middle,Middle School,Advanced,Science,88,Easy,82,78,Yes
Student_842,11,Male,Canada,Ontario,Ottawa,Engineer,Low,Middle School,Beginner,Science,23,Easy,85,56,Yes
Student_843,17,Male,Canada,Ontario,Ottawa,Service Worker,Low,High School,Advanced,Art,239,Hard,90,68,Yes
Student_844,7,Female,USA,New York,Buffalo,Engineer,Low,Elementary,Advanced,Literature,97,Easy,100,94,Yes
Student_845,11,Female,USA,New York,Buffalo,Doctor,Middle,Middle School,Beginner,Computer Science,219,Easy,105,78,Yes
Student_846,7,Female,Canada,Alberta,Edmonton,Unemployed,Middle,Elementary,Advanced,Science,28,Hard,93,49,No
Student_847,7,Female,India,Karnataka,Mysore,Business Owner,Low,Elementary,Advanced,Computer Science,140,Medium,94,56,Yes
Student_848,7,Female,UK,Northern Ireland,Belfast,Other,High,Elementary,Advanced,Math,134,Easy,92,94,Yes
Student_849,16,Male,USA,Florida,Orlando,Service Worker,Middle,High School,Intermediate,Science,182,Easy,115,86,Yes
Student_850,8,Female,India,Maharashtra,Pune,Doctor,Middle,Elementary,Beginner,Science,120,Easy,70,60,Yes
Student_851,7,Male,Australia,NSW,Sydney,Teacher,Middle,Elementary,Advanced,Literature,168,Easy,95,75,Yes
Student_852,9,Female,USA,Illinois,Chicago,Doctor,Low,Elementary,Beginner,Art,205,Hard,123,72,Yes
Student_853,14,Female,India,Uttar Pradesh,Lucknow,Doctor,Middle,Middle School,Beginner,Computer Science,165,Medium,107,60,Yes
Student_854,11,Male,India,Karnataka,Mysore,Engineer,Middle,Middle School,Beginner,Music,116,Medium,119,83,Yes
Student_855,6,Male,UK,Wales,Cardiff,Doctor,Middle,Elementary,Advanced,Science,219,Hard,70,62,Yes
Student_856,13,Male,UK,England,Birmingham,Business Owner,Middle,Middle School,Advanced,Science,100,Medium,81,70,Yes
Student_857,17,Male,Australia,Queensland,Brisbane,Admin,Low,High School,Beginner,Literature,62,Easy,107,75,Yes
Student_858,12,Male,India,Karnataka,Mysore,Service Worker,High,Middle School,Intermediate,Literature,114,Medium,123,79,Yes
Student_859,15,Female,India,Uttar Pradesh,Kanpur,Admin,Low,High School,Beginner,Art,25,Hard,82,38,No
Student_860,8,Female,UK,England,London,Engineer,Middle,Elementary,Intermediate,Computer Science,233,Hard,94,77,Yes
Student_861,6,Female,USA,California,San Diego,Teacher,High,Elementary,Beginner,Math,225,Easy,106,74,Yes
Student_862,10,Female,USA,Illinois,Chicago,Service Worker,Low,Elementary,Beginner,Music,86,Medium,78,56,Yes
Student_863,9,Female,Canada,Quebec,Quebec City,Business Owner,Middle,Elementary,Beginner,Art,159,Medium,107,71,Yes
Student_864,15,Female,UK,England,London,Engineer,Low,High School,Advanced,Math,119,Hard,70,40,No
Student_865,13,Male,Canada,Alberta,Edmonton,Unemployed,Middle,Middle School,Intermediate,History,31,Easy,107,69,Yes
Student_866,6,Female,UK,Northern Ireland,Belfast,Admin,Middle,Elementary,Intermediate,Science,85,Medium,85,60,Yes
Student_867,15,Male,Australia,Queensland,Brisbane,Business Owner,Middle,High School,Beginner,Computer Science,21,Hard,93,56,Yes
Student_868,6,Other,India,Uttar Pradesh,Kanpur,Engineer,High,Elementary,Advanced,Art,162,Medium,109,62,Yes
Student_869,17,Female,Australia,Western Australia,Perth,Admin,Middle,High School,Advanced,Science,170,Medium,106,83,Yes
Student_870,9,Female,UK,Northern Ireland,Belfast,Service Worker,Middle,Elementary,Intermediate,Computer Science,176,Easy,99,82,Yes
Student_871,13,Male,India,Delhi,Delhi,Admin,Middle,Middle School,Advanced,Computer Science,100,Easy,114,72,Yes
Student_872,10,Female,USA,Texas,Dallas,Admin,High,Elementary,Intermediate,Computer Science,154,Medium,74,60,Yes
Student_873,7,Female,USA,Illinois,Chicago,Unemployed,Low,Elementary,Intermediate,Science,175,Hard,103,76,Yes
Student_874,11,Male,Canada,Quebec,Montreal,Business Owner,High,Middle School,Intermediate,Art,161,Easy,88,72,Yes
Student_875,10,Male,UK,Scotland,Edinburgh,Engineer,Low,Elementary,Advanced,Music,191,Medium,113,69,Yes
Student_876,7,Female,UK,Northern Ireland,Belfast,Service Worker,Middle,Elementary,Intermediate,Literature,177,Medium,110,76,Yes
Student_877,16,Male,USA,Illinois,Chicago,Service Worker,Low,High School,Intermediate,Science,228,Easy,110,76,Yes
Student_878,16,Female,Australia,NSW,Sydney,Admin,Low,High School,Beginner,Computer Science,179,Medium,124,75,Yes
Student_879,16,Male,India,Delhi,Delhi,Teacher,Middle,High School,Intermediate,Art,89,Medium,116,74,Yes
Student_880,8,Male,Australia,Western Australia,Perth,Teacher,Middle,Elementary,Intermediate,Music,134,Hard,97,74,Yes
Student_881,14,Female,Australia,NSW,Sydney,Unemployed,Middle,Middle School,Beginner,History,107,Medium,99,86,Yes
Student_882,12,Male,USA,New York,Buffalo,Admin,Low,Middle School,Beginner,Math,25,Medium,109,80,Yes
Student_883,12,Female,USA,Florida,Miami,Other,Middle,Middle School,Advanced,Computer Science,46,Easy,102,72,Yes
Student_884,16,Male,USA,Texas,Dallas,Admin,High,High School,Intermediate,History,101,Hard,110,86,Yes
Student_885,11,Male,Canada,Alberta,Edmonton,Service Worker,Middle,Middle School,Advanced,Literature,107,Easy,70,71,Yes
Student_886,13,Female,Australia,Victoria,Melbourne,Service Worker,Low,Middle School,Advanced,Music,139,Medium,128,73,Yes
Student_887,9,Female,UK,Northern Ireland,Belfast,Unemployed,Middle,Elementary,Beginner,Music,43,Easy,100,73,Yes
Student_888,13,Female,India,Tamil Nadu,Coimbatore,Service Worker,Low,Middle School,Advanced,Computer Science,121,Hard,75,53,Yes
Student_889,9,Female,Canada,British Columbia,Vancouver,Service Worker,Middle,Elementary,Intermediate,Music,53,Medium,86,53,Yes
Student_890,13,Female,UK,Scotland,Edinburgh,Teacher,Middle,Middle School,Beginner,History,187,Medium,70,56,Yes
Student_891,14,Male,Australia,Queensland,Brisbane,Business Owner,Middle,Middle School,Intermediate,Computer Science,66,Easy,83,67,Yes
Student_892,8,Male,USA,Texas,Houston,Admin,Middle,Elementary,Intermediate,Science,226,Medium,97,81,Yes
Student_893,8,Female,Australia,Western Australia,Perth,Teacher,Middle,Elementary,Beginner,Art,222,Medium,122,91,Yes
Student_894,16,Female,India,Maharashtra,Pune,Teacher,Middle,High School,Intermediate,History,233,Medium,106,68,Yes
Student_895,7,Female,Canada,Ontario,Toronto,Doctor,Middle,Elementary,Beginner,Art,43,Easy,103,71,Yes
Student_896,15,Male,Canada,Ontario,Toronto,Teacher,Middle,High School,Intermediate,Science,84,Hard,82,63,Yes
Student_897,8,Male,India,Uttar Pradesh,Lucknow,Teacher,Middle,Elementary,Beginner,Science,37,Hard,87,59,Yes
Student_898,8,Female,UK,England,Birmingham,Artist,Middle,Elementary,Advanced,Art,63,Easy,88,75,Yes
Student_899,10,Female,UK,England,London,Other,Middle,Elementary,Intermediate,History,95,Hard,89,58,Yes
Student_900,10,Female,Canada,Alberta,Calgary,Business Owner,High,Elementary,Beginner,Art,76,Medium,94,77,Yes
Student_901,7,Female,Canada,British Columbia,Vancouver,Teacher,Middle,Elementary,Intermediate,Art,126,Medium,95,70,Yes
Student_902,17,Female,USA,Texas,Dallas,Engineer,Middle,High School,Intermediate,Math,175,Medium,94,78,Yes
Student_903,15,Male,UK,England,Manchester,Service Worker,Low,High School,Intermediate,History,143,Medium,89,66,Yes
Student_904,11,Male,India,Delhi,Delhi,Artist,Middle,Middle School,Beginner,Math,218,Medium,102,77,Yes
Student_905,10,Male,UK,Wales,Cardiff,Unemployed,Middle,Elementary,Advanced,Computer Science,170,Medium,95,59,Yes
Student_906,11,Male,USA,New York,Buffalo,Service Worker,Low,Middle School,Advanced,Music,232,Medium,76,63,Yes
Student_907,6,Female,Canada,Alberta,Calgary,Admin,Low,Elementary,Advanced,Art,181,Medium,100,72,Yes
Student_908,10,Male,Canada,Ontario,Ottawa,Teacher,Middle,Elementary,Beginner,Computer Science,158,Medium,98,73,Yes
Student_909,14,Female,USA,New York,New York City,Service Worker,Middle,Middle School,Advanced,History,233,Easy,76,96,Yes
Student_910,17,Male,India,Delhi,Delhi,Teacher,Middle,High School,Beginner,Art,182,Hard,91,63,Yes
Student_911,15,Male,Canada,British Columbia,Victoria,Other,Low,High School,Intermediate,Music,135,Medium,108,63,Yes
Student_912,7,Male,Australia,Queensland,Brisbane,Service Worker,Middle,Elementary,Intermediate,Computer Science,112,Easy,82,84,Yes
Student_913,6,Male,Canada,Alberta,Edmonton,Doctor,Low,Elementary,Advanced,Literature,61,Easy,81,76,Yes
Student_914,15,Female,Australia,Queensland,Brisbane,Teacher,Middle,High School,Beginner,Science,47,Medium,95,57,Yes
Student_915,16,Male,USA,Florida,Orlando,Teacher,Low,High School,Intermediate,Art,142,Hard,109,74,Yes
Student_916,14,Female,USA,Texas,Houston,Service Worker,Low,Middle School,Beginner,Music,229,Medium,127,91,Yes
Student_917,15,Male,Canada,Ontario,Toronto,Teacher,Low,High School,Beginner,Science,225,Medium,109,80,Yes
Student_918,14,Male,UK,Scotland,Edinburgh,Service Worker,Middle,Middle School,Intermediate,Math,229,Easy,116,89,Yes
Student_919,14,Male,Australia,Victoria,Melbourne,Teacher,Low,Middle School,Beginner,Computer Science,239,Medium,105,73,Yes
Student_920,11,Female,India,Maharashtra,Nagpur,Service Worker,Middle,Middle School,Intermediate,Math,43,Hard,89,63,Yes
Student_921,13,Female,Canada,British Columbia,Vancouver,Unemployed,Middle,Middle School,Intermediate,Music,155,Medium,109,72,Yes
Student_922,16,Male,India,Uttar Pradesh,Kanpur,Admin,Middle,High School,Intermediate,Art,125,Easy,98,54,Yes
Student_923,6,Male,Canada,Alberta,Calgary,Admin,Middle,Elementary,Beginner,Science,137,Medium,105,75,Yes
Student_924,15,Female,UK,England,London,Teacher,Middle,High School,Intermediate,Science,72,Easy,85,56,Yes
Student_925,9,Male,UK,Scotland,Glasgow,Engineer,Low,Elementary,Beginner,Computer Science,219,Medium,106,86,Yes
Student_926,6,Male,UK,England,Birmingham,Service Worker,Middle,Elementary,Intermediate,Art,151,Medium,98,63,Yes
Student_927,13,Female,UK,Wales,Cardiff,Doctor,Low,Middle School,Intermediate,Literature,238,Medium,103,58,Yes
Student_928,6,Female,USA,Texas,Dallas,Business Owner,Low,Elementary,Advanced,Literature,119,Easy,98,61,Yes
Student_929,8,Male,USA,New York,New York City,Engineer,Middle,Elementary,Advanced,Computer Science,24,Hard,95,59,Yes
Student_930,9,Female,Australia,Victoria,Melbourne,Teacher,Middle,Elementary,Advanced,Art,68,Medium,107,72,Yes
Student_931,13,Female,India,Delhi,Delhi,Engineer,Middle,Middle School,Beginner,Computer Science,117,Medium,93,57,Yes
